From,To,Species,Gene Name,,,,,,,,,Gene stable ID,Transcript stable ID,,,,Elements only in List 2 :
101259838,Solyc04g077860.3,Solanum lycopersicum,alpha/beta-hydrolase DWARF14-like(LOC101259838),,,,,,,,,,,,,,
101254143,Solyc02g021000.3,Solanum lycopersicum,"protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB3, chloroplastic(LOC101254143)",,,,,,,,,,,,,,
101264390,Solyc11g012680.2,Solanum lycopersicum,pollen-specific leucine-rich repeat extensin-like protein 1(LOC101264390),,,,,,,,,,,,,,
101259830,Solyc04g008290.3,Solanum lycopersicum,65-kDa microtubule-associated protein 6(LOC101259830),,,,,,,,,,,,,,
101253299,Solyc07g053610.3,Solanum lycopersicum,homeobox-DDT domain protein RLT2(LOC101253299),,,,,,,,,,,,,,
101258502,Solyc01g091800.3,Solanum lycopersicum,"ribosomal RNA small subunit methyltransferase, chloroplastic(LOC101258502)",,,,,,,,,,,,,,
101246529,Solyc04g072775.1,Solanum lycopersicum,tRNA modification GTPase MnmE(LOC101246529),,,,,,,,,,,,,,
101247859,Solyc01g095390.3,Solanum lycopersicum,uncharacterized protein At5g41620-like(LOC101247859),,,,,,,,,,,,,,
101265244,Solyc06g068010.3,Solanum lycopersicum,biotin carboxyl carrier protein of acetyl-CoA carboxylase(LOC101265244),,,,,,,,,,,,,,
101257650,Solyc04g015030.3,Solanum lycopersicum,heavy metal-associated isoprenylated plant protein 7-like(LOC101257650),,,,,,,,,,,,,,
101244341,Solyc11g068810.2,Solanum lycopersicum,uncharacterized LOC101244341(LOC101244341),,,,,,,,,,,,,,
101247851,Solyc01g057830.3,Solanum lycopersicum,"30S ribosomal protein S1, chloroplastic(LOC101247851)",,,,,,,,,,,,,,
101244348,Solyc03g033420.3,Solanum lycopersicum,rac-like GTP-binding protein RHO1(LOC101244348),,,,,,,,,,,,,,
101247855,Solyc01g073695.1,Solanum lycopersicum,AAA-ATPase At4g30250-like(LOC101247855),,,,,,,,,,,,,,
101265249,Solyc06g082940.3,Solanum lycopersicum,"photosystem I reaction center subunit XI, chloroplastic(LOC101265249)",,,,,,,,,,,,,,
778225,Solyc06g071030.3,Solanum lycopersicum,isochorismate synthase(LOC778225),,,,,,,,,,,,,,
101266582,Solyc02g087280.3,Solanum lycopersicum,protein NRT1/ PTR FAMILY 5.8(LOC101266582),,,,,,,,,,,,,,
101259820,Solyc03g093180.1,Solanum lycopersicum,peroxisomal membrane protein 11B(LOC101259820),,,,,,,,,,,,,,
101245669,Solyc07g008100.3,Solanum lycopersicum,uncharacterized LOC101245669(LOC101245669),,,,,,,,,,,,,,
101266587,Solyc02g083540.3,Solanum lycopersicum,protein MID1-COMPLEMENTING ACTIVITY 1(LOC101266587),,,,,,,,,,,,,,
101263074,Solyc11g005710.2,Solanum lycopersicum,uncharacterized WD repeat-containing protein C18H10.05(LOC101263074),,,,,,,,,,,,,,
101244333,Solyc02g093100.3,Solanum lycopersicum,probable inactive receptor kinase At5g67200(LOC101244333),,,,,,,,,,,,,,
101247841,Solyc08g006690.1,Solanum lycopersicum,pectinesterase inhibitor 6-like(LOC101247841),,,,,,,,,,,,,,
101267880,Solyc12g097030.2,Solanum lycopersicum,"carboxyl-terminal-processing peptidase 2, chloroplastic(LOC101267880)",,,,,,,,,,,,,,
778213,Solyc07g052980.3,Solanum lycopersicum,xyloglucan endotransglucosylase/hydrolase protein 9(XTH16),,,,,,,,,,,,,,
101253231,Solyc01g107670.2,Solanum lycopersicum,probable inactive leucine-rich repeat receptor kinase XIAO(LOC101253231),,,,,,,,,,,,,,
101256740,Solyc02g070050.3,Solanum lycopersicum,dihydroceramide fatty acyl 2-hydroxylase FAH1(LOC101256740),,,,,,,,,,,,,,
101255412,Solyc06g060590.3,Solanum lycopersicum,bidirectional sugar transporter SWEET1(LOC101255412),,,,,,,,,,,,,,
101258923,Solyc12g009580.2,Solanum lycopersicum,axial regulator YABBY5b(YABBY5b),,,,,,,,,,,,,,
101262198,Solyc00g050430.3,Solanum lycopersicum,NO FLOWERING IN SHORT DAY-like transcription factor(LOC101262198),,,,,,,,,,,,,,
101267407,Solyc05g056490.3,Solanum lycopersicum,SAL1 phosphatase(LOC101267407),,,,,,,,,,,,,,
101264376,Solyc10g006230.3,Solanum lycopersicum,"chlorophyll a-b binding protein 7, chloroplastic-like(CAB7)",,,,,,,,,,,,,,
101267881,Solyc12g095920.2,Solanum lycopersicum,uncharacterized LOC101267881(LOC101267881),,,,,,,,,,,,,,
101267400,Solyc04g050960.3,Solanum lycopersicum,uncharacterized LOC101267400(LOC101267400),,,,,,,,,,,,,,
101263049,Solyc01g009990.3,Solanum lycopersicum,"photosynthetic NDH subunit of lumenal location 5, chloroplastic(LOC101263049)",,,,,,,,,,,,,,
101245610,Solyc02g077300.2,Solanum lycopersicum,peroxidase 19(LOC101245610),,,,,,,,,,,,,,
101268734,Solyc02g089600.3,Solanum lycopersicum,uncharacterized LOC101268734(LOC101268734),,,,,,,,,,,,,,
544152,Solyc11g009080.2,Solanum lycopersicum,phospho-2-dehydro-3-deoxyheptonate aldolase(LOC544152),,,,,,,,,,,,,,
101252376,Solyc02g063542.1,Solanum lycopersicum,squalene monooxigenase 2(bc2.1),,,,,,,,,,,,,,
101252376,Solyc02g063546.1,Solanum lycopersicum,squalene monooxigenase 2(bc2.1),,,,,,,,,,,,,,
101250196,Solyc12g055780.2,Solanum lycopersicum,KH domain-containing protein HEN4(LOC101250196),,,,,,,,,,,,,,
778202,Solyc02g089620.3,Solanum lycopersicum,proline dehydrogenase(PDH),,,,,,,,,,,,,,
101254550,Solyc02g092700.3,Solanum lycopersicum,"protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic(LOC101254550)",,,,,,,,,,,,,,
101253221,Solyc09g008550.3,Solanum lycopersicum,purine-uracil permease NCS1(LOC101253221),,,,,,,,,,,,,,
101264380,Solyc01g110370.3,Solanum lycopersicum,B-box zinc finger protein 19(LOC101264380),,,,,,,,,,,,,,
101255885,Solyc05g009420.1,Solanum lycopersicum,uncharacterized LOC101255885(LOC101255885),,,,,,,,,,,,,,
101255400,Solyc05g054860.1,Solanum lycopersicum,receptor-like protein kinase HERK 1(LOC101255400),,,,,,,,,,,,,,
101255403,Solyc06g005600.3,Solanum lycopersicum,uncharacterized LOC101255403(LOC101255403),,,,,,,,,,,,,,
101253225,Solyc01g079880.3,Solanum lycopersicum,stem-specific protein TSJT1(LOC101253225),,,,,,,,,,,,,,
101263058,Solyc09g098110.3,Solanum lycopersicum,transcription factor bHLH128(LOC101263058),,,,,,,,,,,,,,
101245605,Solyc02g084740.3,Solanum lycopersicum,3-epi-6-deoxocathasterone 23-monooxygenase(LOC101245605),,,,,,,,,,,,,,
101265237,Solyc05g026140.3,Solanum lycopersicum,"protein root UVB sensitive 2, chloroplastic(LOC101265237)",,,,,,,,,,,,,,
101245606,Solyc11g010560.2,Solanum lycopersicum,kinesin-like protein KIN-14B(LOC101245606),,,,,,,,,,,,,,
101265236,Solyc05g013380.3,Solanum lycopersicum,glutamate--glyoxylate aminotransferase 2(LOC101265236),,,,,,,,,,,,,,
100037737,Solyc10g083760.2,Solanum lycopersicum,chloroplast threonine deaminase 1 precursor(LOC100037737),,,,,,,,,,,,,,
101244751,Solyc12g044280.2,Solanum lycopersicum,"photosystem I reaction center subunit VI, chloroplastic-like(LOC101244751)",,,,,,,,,,,,,,
101267894,Solyc05g053240.3,Solanum lycopersicum,squamosa promoter-binding-like protein 1(LOC101267894),,,,,,,,,,,,,,
101246931,Solyc06g051130.1,Solanum lycopersicum,omega-hydroxypalmitate O-feruloyl transferase(LOC101246931),,,,,,,,,,,,,,
101244752,Solyc03g082560.3,Solanum lycopersicum,"pyridoxal reductase, chloroplastic(LOC101244752)",,,,,,,,,,,,,,
101256769,Solyc04g076390.3,Solanum lycopersicum,"cysteine--tRNA ligase, chloroplastic/mitochondrial(LOC101256769)",,,,,,,,,,,,,,
101251077,Solyc03g116067.1,Solanum lycopersicum,gibberellin-regulated protein 6(LOC101251077),,,,,,,,,,,,,,
544129,Solyc12g008980.2,Solanum lycopersicum,lycopene epsilon-cyclase(CrtL-e-1),,,,,,,,,,,,,,
101256764,Solyc04g007600.3,Solanum lycopersicum,uncharacterized LOC101256764(LOC101256764),,,,,,,,,,,,,,
101253257,Solyc12g009240.1,Solanum lycopersicum,ethylene-responsive transcription factor ERF017(LOC101253257),,,,,,,,,,,,,,
101255435,Solyc10g008740.3,Solanum lycopersicum,"magnesium-chelatase subunit ChlI, chloroplastic(LOC101255435)",,,,,,,,,,,,,,
101267869,Solyc12g010050.2,Solanum lycopersicum,probable GMP synthase [glutamine-hydrolyzing](LOC101267869),,,,,,,,,,,,,,
101245637,Solyc04g015600.3,Solanum lycopersicum,leucine-rich repeat receptor-like tyrosine-protein kinase PXC3(LOC101245637),,,,,,,,,,,,,,
101266531,Solyc07g005540.1,Solanum lycopersicum,probable LRR receptor-like serine/threonine-protein kinase At2g24230(LOC101266531),,,,,,,,,,,,,,
101262175,Solyc02g089050.3,Solanum lycopersicum,TONNEAU1 recruiting motif 1/2/3/4/5(TRM1/2/3/4/5),,,,,,,,,,,,,,
101245631,Solyc03g118120.3,Solanum lycopersicum,uncharacterized protein At4g14100(LOC101245631),,,,,,,,,,,,,,
544133,Solyc06g036260.3,Solanum lycopersicum,beta-carotene hydroxylase(CrtR-b1),,,,,,,,,,,,,,
101247812,Solyc04g057980.3,Solanum lycopersicum,"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic(ORR)",,,,,,,,,,,,,,
101263027,Solyc05g054530.1,Solanum lycopersicum,uncharacterized LOC101263027(LOC101263027),,,,,,,,,,,,,,
101246964,Solyc09g091010.3,Solanum lycopersicum,uncharacterized LOC101246964(LOC101246964),,,,,,,,,,,,,,
101257604,Solyc01g100920.3,Solanum lycopersicum,WAT1-related protein At1g09380(LOC101257604),,,,,,,,,,,,,,
544119,Solyc02g067340.3,Solanum lycopersicum,transcription factor(THM6),,,,,,,,,,,,,,
101258936,Solyc03g112620.3,Solanum lycopersicum,uncharacterized LOC101258936(LOC101258936),,,,,,,,,,,,,,
101251064,Solyc03g005030.3,Solanum lycopersicum,uncharacterized protein At3g27210(LOC101251064),,,,,,,,,,,,,,
101262182,Solyc03g006540.3,Solanum lycopersicum,uncharacterized LOC101262182(LOC101262182),,,,,,,,,,,,,,
101258933,Solyc03g114940.3,Solanum lycopersicum,cytochrome P450 78A5-like(LOC101258933),,,,,,,,,,,,,,
101253244,Solyc02g090315.1,Solanum lycopersicum,autophagy-related protein 101(LOC101253244),,,,,,,,,,,,,,
101255422,Solyc09g013110.3,Solanum lycopersicum,reticulon-like protein B12(LOC101255422),,,,,,,,,,,,,,
101256756,Solyc03g115020.3,Solanum lycopersicum,uncharacterized LOC101256756(LOC101256756),,,,,,,,,,,,,,
101262188,Solyc12g013850.2,Solanum lycopersicum,beta-glucuronosyltransferase GlcAT14A-like(LOC101262188),,,,,,,,,,,,,,
101262187,Solyc03g043600.2,Solanum lycopersicum,uncharacterized LOC101262187(LOC101262187),,,,,,,,,,,,,,
101245626,Solyc12g044330.2,Solanum lycopersicum,aquaporin TIP2-1(LOC101245626),,,,,,,,,,,,,,
101265696,Solyc02g086150.3,Solanum lycopersicum,"chloroplastic group IIB intron splicing facilitator CRS2, chloroplastic(LOC101265696)",,,,,,,,,,,,,,
101265695,Solyc11g006880.2,Solanum lycopersicum,uncharacterized LOC101265695(LOC101265695),,,,,,,,,,,,,,
544124,Solyc05g007510.3,Solanum lycopersicum,RNA-directed RNA polymerase(RdRP),,,,,,,,,,,,,,
101267870,Solyc12g015640.2,Solanum lycopersicum,"transcription termination factor MTERF9, chloroplastic(LOC101267870)",,,,,,,,,,,,,,
544125,Solyc11g040340.2,Solanum lycopersicum,"endo-1,4-beta-D-glucanase(cel7)",,,,,,,,,,,,,,
101244777,Solyc06g062845.1,Solanum lycopersicum,"threonine synthase, chloroplastic-like(LOC101244777)",,,,,,,,,,,,,,
101268722,Solyc01g099120.3,Solanum lycopersicum,protein AUXIN RESPONSE 4(LOC101268722),,,,,,,,,,,,,,
101253678,Solyc03g117010.3,Solanum lycopersicum,uncharacterized LOC101253678(LOC101253678),,,,,,,,,,,,,,
109120519,Solyc06g066000.2,Solanum lycopersicum,"ATP synthase subunit b', chloroplastic(LOC109120519)",,,,,,,,,,,,,,
101252344,Solyc02g090360.3,Solanum lycopersicum,L-ascorbate oxidase homolog(LOC101252344),,,,,,,,,,,,,,
101253679,Solyc04g009740.3,Solanum lycopersicum,exocyst complex component EXO70A1(LOC101253679),,,,,,,,,,,,,,
101249179,Solyc06g076110.2,Solanum lycopersicum,fasciclin-like arabinogalactan protein 4(LOC101249179),,,,,,,,,,,,,,
101252349,Solyc02g081920.3,Solanum lycopersicum,protein PLASTID TRANSCRIPTIONALLY ACTIVE 14(LOC101252349),,,,,,,,,,,,,,
101266512,Solyc05g026360.3,Solanum lycopersicum,protein NDL1-like(LOC101266512),,,,,,,,,,,,,,
101244726,Solyc10g081730.2,Solanum lycopersicum,protein WVD2-like 4(LOC101244726),,,,,,,,,,,,,,
101246902,Solyc12g089210.2,Solanum lycopersicum,"ornithine carbamoyltransferase, chloroplastic(LOC101246902)",,,,,,,,,,,,,,
101265664,Solyc08g081930.3,Solanum lycopersicum,putative glucose-6-phosphate 1-epimerase(LOC101265664),,,,,,,,,,,,,,
101266993,Solyc11g042620.2,Solanum lycopersicum,uncharacterized LOC101266993(LOC101266993),,,,,,,,,,,,,,
101265660,Solyc08g005260.2,Solanum lycopersicum,probable transcription factor KAN2(LOC101265660),,,,,,,,,,,,,,
101266518,Solyc05g054680.1,Solanum lycopersicum,receptor-like protein kinase THESEUS 1(LOC101266518),,,,,,,,,,,,,,
101262159,Solyc10g083520.2,Solanum lycopersicum,uncharacterized LOC101262159(LOC101262159),,,,,,,,,,,,,,
101254997,Solyc05g012820.1,Solanum lycopersicum,uncharacterized LOC101254997(LOC101254997),,,,,,,,,,,,,,
101254513,Solyc01g005520.3,Solanum lycopersicum,"protein MET1, chloroplastic(LOC101254513)",,,,,,,,,,,,,,
101251002,Solyc06g065670.3,Solanum lycopersicum,ABC transporter G family member 42(ABCG42),,,,,,,,,,,,,,
101254999,Solyc05g052710.3,Solanum lycopersicum,"30S ribosomal protein S31, chloroplastic(LOC101254999)",,,,,,,,,,,,,,
101254518,Solyc09g007410.3,Solanum lycopersicum,SUN family protein SUN25(LOC101254518),,,,,,,,,,,,,,
101249160,Solyc03g123490.1,Solanum lycopersicum,subtilisin-like protease SBT1.5(LOC101249160),,,,,,,,,,,,,,
101244709,Solyc09g082065.1,Solanum lycopersicum,preprotein translocase subunit SECE1(LOC101244709),,,,,,,,,,,,,,
101252337,Solyc10g074540.1,Solanum lycopersicum,protein EXORDIUM-like 5(LOC101252337),,,,,,,,,,,,,,
109119991,Solyc01g095520.3,Solanum lycopersicum,arabinogalactan protein 16-like(LOC109119991),,,,,,,,,,,,,,
101262165,Solyc02g085140.3,Solanum lycopersicum,U-box domain-containing protein 5-like(LOC101262165),,,,,,,,,,,,,,
101263012,Solyc04g016220.3,Solanum lycopersicum,zeatin O-xylosyltransferase(LOC101263012),,,,,,,,,,,,,,
101267858,Solyc02g089640.3,Solanum lycopersicum,cellulose-synthase-like(LOC101267858),,,,,,,,,,,,,,
101265674,Solyc01g065710.3,Solanum lycopersicum,CST complex subunit TEN1(LOC101265674),,,,,,,,,,,,,,
101244717,Solyc10g006900.3,Solanum lycopersicum,protochlorophyllide oxidoreductase(POR),,,,,,,,,,,,,,
101264340,Solyc07g032110.3,Solanum lycopersicum,SH3 domain-containing protein 2(LOC101264340),,,,,,,,,,,,,,
101262169,Solyc02g078760.1,Solanum lycopersicum,uncharacterized LOC101262169(LOC101262169),,,,,,,,,,,,,,
101243864,Solyc12g005630.2,Solanum lycopersicum,"cytochrome b6-f complex iron-sulfur subunit, chloroplastic(LOC101243864)",,,,,,,,,,,,,,
101267854,Solyc10g047530.2,Solanum lycopersicum,root phototropism protein 3(LOC101267854),,,,,,,,,,,,,,
101258908,Solyc10g079070.2,Solanum lycopersicum,transcription factor bHLH48(LOC101258908),,,,,,,,,,,,,,
101253219,Solyc01g007890.2,Solanum lycopersicum,"protein indeterminate-domain 5, chloroplastic-like(LOC101253219)",,,,,,,,,,,,,,
101256723,Solyc10g054420.2,Solanum lycopersicum,"photosynthetic NDH subunit of lumenal location 1, chloroplastic(LOC101256723)",,,,,,,,,,,,,,
101262132,Solyc07g038160.3,Solanum lycopersicum,GATA transcription factor 21(LOC101262132),,,,,,,,,,,,,,
101261288,Solyc02g077710.1,Solanum lycopersicum,homeobox protein 2(LOC101261288),,,,,,,,,,,,,,
101243899,Solyc06g065690.3,Solanum lycopersicum,serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B'(LOC101243899),,,,,,,,,,,,,,
101267827,Solyc07g063590.3,Solanum lycopersicum,myosin-2-like(LOC101267827),,,,,,,,,,,,,,
101261284,Solyc02g083810.3,Solanum lycopersicum,"ferredoxin--NADP reductase, leaf-type isozyme, chloroplastic(LOC101261284)",,,,,,,,,,,,,,
101263460,Solyc01g080290.3,Solanum lycopersicum,membrane protein PM19L(LOC101263460),,,,,,,,,,,,,,
101250181,Solyc11g020230.1,Solanum lycopersicum,serine/threonine-protein kinase-like protein CCR4(LOC101250181),,,,,,,,,,,,,,
101246921,Solyc04g077140.3,Solanum lycopersicum,uncharacterized LOC101246921(LOC101246921),,,,,,,,,,,,,,
101262136,Solyc08g067000.3,Solanum lycopersicum,uncharacterized LOC101262136(LOC101262136),,,,,,,,,,,,,,
101261289,Solyc11g022400.1,Solanum lycopersicum,FT-interacting protein 1-like(LOC101261289),,,,,,,,,,,,,,
543743,Solyc06g005560.3,Solanum lycopersicum,expansin9(exp9),,,,,,,,,,,,,,
101254530,Solyc09g082580.3,Solanum lycopersicum,VAN3-binding protein(LOC101254530),,,,,,,,,,,,,,
101253685,Solyc04g082610.3,Solanum lycopersicum,glutamate receptor 3.3(LOC101253685),,,,,,,,,,,,,,
101266507,Solyc04g074750.3,Solanum lycopersicum,"28 kDa ribonucleoprotein, chloroplastic(LOC101266507)",,,,,,,,,,,,,,
101243886,Solyc04g071480.1,Solanum lycopersicum,uncharacterized LOC101243886(LOC101243886),,,,,,,,,,,,,,
101263478,Solyc10g081480.2,Solanum lycopersicum,uncharacterized LOC101263478(LOC101263478),,,,,,,,,,,,,,
101251453,Solyc03g083470.3,Solanum lycopersicum,rust resistance kinase Lr10(LOC101251453),,,,,,,,,,,,,,
101255814,Solyc07g061790.3,Solanum lycopersicum,heme-binding protein 2(LOC101255814),,,,,,,,,,,,,,
778297,Solyc07g066310.3,Solanum lycopersicum,PSII polypeptide(PSBR),,,,,,,,,,,,,,
101254967,Solyc02g067890.3,Solanum lycopersicum,probable methyltransferase PMT9(LOC101254967),,,,,,,,,,,,,,
101255818,Solyc08g077460.3,Solanum lycopersicum,BOI-related E3 ubiquitin-protein ligase 1(LOC101255818),,,,,,,,,,,,,,
101266953,Solyc07g006680.1,Solanum lycopersicum,vinorine synthase(LOC101266953),,,,,,,,,,,,,,
101266952,Solyc06g082750.3,Solanum lycopersicum,"50S ribosomal protein L17, chloroplastic(LOC101266952)",,,,,,,,,,,,,,
101262594,Solyc12g014380.2,Solanum lycopersicum,glucose-6-phosphate isomerase(GPI),,,,,,,,,,,,,,
101243835,Solyc10g055680.1,Solanum lycopersicum,24-methylenesterol C-methyltransferase 2(LOC101243835),,,,,,,,,,,,,,
101267802,Solyc04g071420.3,Solanum lycopersicum,"thioredoxin-like fold domain-containing protein MRL7L, chloroplastic(LOC101267802)",,,,,,,,,,,,,,
101262593,Solyc03g026330.3,Solanum lycopersicum,uncharacterized LOC101262593(LOC101262593),,,,,,,,,,,,,,
101261262,Solyc09g008250.3,Solanum lycopersicum,protein blind-like1(LOC101261262),,,,,,,,,,,,,,
101265627,Solyc03g118370.3,Solanum lycopersicum,serine carboxypeptidase-like 45(LOC101265627),,,,,,,,,,,,,,
101249137,Solyc02g080810.3,Solanum lycopersicum,"aminomethyltransferase, mitochondrial(LOC101249137)",,,,,,,,,,,,,,
101258080,Solyc07g053450.3,Solanum lycopersicum,basic leucine zipper 61(LOC101258080),,,,,,,,,,,,,,
101249122,Solyc10g005530.3,Solanum lycopersicum,nuclear cap-binding protein subunit 1(LOC101249122),,,,,,,,,,,,,,
101255801,Solyc06g066340.3,Solanum lycopersicum,probable transcription factor KAN2(LOC101255801),,,,,,,,,,,,,,
101252772,Solyc04g049800.3,Solanum lycopersicum,ethylene-responsive transcription factor RAP2-7-like(LOC101252772),,,,,,,,,,,,,,
778286,Solyc01g106480.3,Solanum lycopersicum,glyoxisomal malate dehydrogenase(gMDH),,,,,,,,,,,,,,
101250592,Solyc04g011880.1,Solanum lycopersicum,glutaredoxin(GRX22),,,,,,,,,,,,,,
101254958,Solyc10g084440.2,Solanum lycopersicum,dirigent protein 17-like(LOC101254958),,,,,,,,,,,,,,
101253628,Solyc10g007690.3,Solanum lycopersicum,type III chlorophyll a/b-binding protein(CAB-8),,,,,,,,,,,,,,
101246097,Solyc01g107350.3,Solanum lycopersicum,uncharacterized LOC101246097(LOC101246097),,,,,,,,,,,,,,
101248270,Solyc12g010380.2,Solanum lycopersicum,"adenylate kinase 5, chloroplastic(LOC101248270)",,,,,,,,,,,,,,
101243821,Solyc01g067510.3,Solanum lycopersicum,serine/threonine-protein kinase-like protein ACR4(LOC101243821),,,,,,,,,,,,,,
101258073,Solyc06g071420.3,Solanum lycopersicum,E3 ubiquitin-protein ligase SIS3(LOC101258073),,,,,,,,,,,,,,
101262126,Solyc06g069350.2,Solanum lycopersicum,uncharacterized LOC101262126(LOC101262126),,,,,,,,,,,,,,
101250142,Solyc08g069230.3,Solanum lycopersicum,uncharacterized LOC101250142(LOC101250142),,,,,,,,,,,,,,
101254504,Solyc07g056020.3,Solanum lycopersicum,"translation initiation factor IF-2, chloroplastic(LOC101254504)",,,,,,,,,,,,,,
101253657,Solyc11g065980.2,Solanum lycopersicum,U3 small nucleolar ribonucleoprotein protein IMP4(LOC101253657),,,,,,,,,,,,,,
101254505,Solyc07g054770.1,Solanum lycopersicum,uncharacterized LOC101254505(LOC101254505),,,,,,,,,,,,,,
101249153,Solyc12g041980.2,Solanum lycopersicum,BRCA1-associated RING domain protein 1-like(LOC101249153),,,,,,,,,,,,,,
101255839,Solyc10g039290.2,Solanum lycopersicum,protein NRT1/ PTR FAMILY 4.5(LOC101255839),,,,,,,,,,,,,,
101253651,Solyc11g031970.2,Solanum lycopersicum,uncharacterized LOC101253651(LOC101253651),,,,,,,,,,,,,,
101255832,Solyc01g091480.3,Solanum lycopersicum,kinesin-like protein KIN-UB(LOC101255832),,,,,,,,,,,,,,
101253654,Solyc02g065680.3,Solanum lycopersicum,amino acid transporter AVT6A(LOC101253654),,,,,,,,,,,,,,
101244707,Solyc09g064430.3,Solanum lycopersicum,tyrosine decarboxylase 1(LOC101244707),,,,,,,,,,,,,,
101244708,Solyc09g072880.3,Solanum lycopersicum,"protein FLUORESCENT IN BLUE LIGHT, chloroplastic-like(LOC101244708)",,,,,,,,,,,,,,
101264758,Solyc01g081570.3,Solanum lycopersicum,uncharacterized LOC101264758(LOC101264758),,,,,,,,,,,,,,
101266935,Solyc04g076870.3,Solanum lycopersicum,"glutamyl-tRNA reductase 1, chloroplastic(LOC101266935)",,,,,,,,,,,,,,
101263424,Solyc06g082860.3,Solanum lycopersicum,cytochrome b561 and DOMON domain-containing protein At3g07570-like(LOC101263424),,,,,,,,,,,,,,
