From,To,Species,Gene Name,Gene stable ID,Transcript stable ID,,,Elements only in List 1 :
101254996,Solyc05g009360.3,Solanum lycopersicum,uncharacterized LOC101254996(LOC101254996),,,,,
101266523,Solyc06g053310.3,Solanum lycopersicum,"probable hydroxyacylglutathione hydrolase 2, chloroplastic(LOC101266523)",,,,,
101265673,Solyc01g067680.3,Solanum lycopersicum,tubby-like F-box protein 6(LOC101265673),,,,,
101244716,Solyc01g103650.3,Solanum lycopersicum,embryogenesis-associated protein EMB8(LOC101244716),,,,,
101250189,Solyc12g005910.2,Solanum lycopersicum,uncharacterized LOC101250189(LOC101250189),,,,,
101253216,Solyc08g077550.3,Solanum lycopersicum,novel plant SNARE 11(LOC101253216),,,,,
101253218,Solyc08g075400.3,Solanum lycopersicum,upstream activation factor subunit UAF30(LOC101253218),,,,,
101251030,Solyc01g087530.3,Solanum lycopersicum,putative zinc transporter At3g08650(LOC101251030),,,,,
101254541,Solyc10g054910.1,Solanum lycopersicum,peptidyl-prolyl cis-trans isomerase(LOC101254541),,,,,
101253212,Solyc08g036660.3,Solanum lycopersicum,protein TIFY 5A-like(LOC101253212),,,,,
101244747,Solyc03g026000.3,Solanum lycopersicum,uncharacterized LOC101244747(LOC101244747),,,,,
101265643,Solyc05g046300.3,Solanum lycopersicum,ethanolamine-phosphate cytidylyltransferase(LOC101265643),,,,,
101266973,Solyc09g075330.3,Solanum lycopersicum,probable pectinesterase/pectinesterase inhibitor 7(LOC101266973),,,,,
101243898,Solyc06g072018.1,Solanum lycopersicum,protein transport protein Sec61 subunit gamma-1-like(LOC101243898),,,,,
101264793,Solyc03g013440.3,Solanum lycopersicum,amino acid transporter AVT1J-like(LOC101264793),,,,,
101250180,Solyc02g083130.3,Solanum lycopersicum,uncharacterized LOC101250180(LOC101250180),,,,,
101243890,Solyc05g015470.1,Solanum lycopersicum,uncharacterized LOC101243890(LOC101243890),,,,,
101244743,Solyc11g072270.2,Solanum lycopersicum,probable calcium-binding protein CML13(LOC101244743),,,,,
101252356,Solyc11g061760.2,Solanum lycopersicum,PRELI domain containing protein 3A-like(LOC101252356),,,,,
101249189,Solyc07g065660.3,Solanum lycopersicum,cellulose synthase-like protein E1(LOC101249189),,,,,
101254537,Solyc01g104140.3,Solanum lycopersicum,phosphatidylinositol 4-phosphate 5-kinase 8(LOC101254537),,,,,
101250176,Solyc10g078780.2,Solanum lycopersicum,late embryogenesis abundant protein 46-like(LOC101250176),,,,,
543742,Solyc05g055240.3,Solanum lycopersicum,transcription factor DIVARICATA(LeMYBI),,,,,
101252351,Solyc02g071180.3,Solanum lycopersicum,uncharacterized LOC101252351(LOC101252351),,,,,
101252350,Solyc02g078120.2,Solanum lycopersicum,eukaryotic translation initiation factor 3 subunit D(LOC101252350),,,,,
101251028,Solyc01g079810.3,Solanum lycopersicum,E3 ubiquitin-protein ligase RHF1A(LOC101251028),,,,,
101251026,Solyc01g073920.3,Solanum lycopersicum,formin-like protein 7(LOC101251026),,,,,
101252357,Solyc02g090770.1,Solanum lycopersicum,ethylene response factor J.1(ERF-J1),,,,,
101266983,Solyc01g107160.3,Solanum lycopersicum,mitotic checkpoint protein BUB3.1(LOC101266983),,,,,
101265652,Solyc06g061280.3,Solanum lycopersicum,cinnamoyl-CoA reductase-like SNL6(LOC101265652),,,,,
101264322,Solyc04g073940.3,Solanum lycopersicum,inactive TPR repeat-containing thioredoxin TTL3-like(LOC101264322),,,,,
101266980,Solyc10g007030.2,Solanum lycopersicum,uncharacterized LOC101266980(LOC101266980),,,,,
101244733,Solyc02g081080.3,Solanum lycopersicum,O-fucosyltransferase family protein(LOC101244733),,,,,
101265657,Solyc07g032230.3,Solanum lycopersicum,uncharacterized LOC101265657(LOC101265657),,,,,
101267832,Solyc08g078180.1,Solanum lycopersicum,ethylene response factor A.1(ERF-A1),,,,,
101251454,Solyc03g095450.3,Solanum lycopersicum,RING finger and transmembrane domain-containing protein 2(LOC101251454),,,,,
101250126,Solyc06g074390.3,Solanum lycopersicum,fatty acyl-CoA reductase 3(LOC101250126),,,,,
101253631,Solyc01g109910.3,Solanum lycopersicum,uncharacterized LOC101253631(LOC101253631),,,,,
101251456,Solyc03g123370.3,Solanum lycopersicum,"probable GTP diphosphokinase RSH2, chloroplastic(LOC101251456)",,,,,
101264774,Solyc02g091100.3,Solanum lycopersicum,2-hydroxyacyl-CoA lyase(LOC101264774),,,,,
101263443,Solyc08g079510.3,Solanum lycopersicum,IRK-interacting protein(LOC101263443),,,,,
101263441,Solyc08g065610.3,Solanum lycopersicum,vacuolar processing enzyme VPE3(VPE3),,,,,
101258084,Solyc08g007360.3,Solanum lycopersicum,protein transport protein SEC16A homolog(LOC101258084),,,,,
101264773,Solyc02g092250.3,Solanum lycopersicum,premnaspirodiene oxygenase(LOC101264773),,,,,
101262119,Solyc06g036130.3,Solanum lycopersicum,protein DETOXIFICATION 35(LOC101262119),,,,,
100271890,Solyc01g109880.3,Solanum lycopersicum,bZIP transcription factor(ZIP),,,,,
101265629,Solyc03g114590.3,Solanum lycopersicum,probable serine/threonine-protein kinase DDB_G0291350(LOC101265629),,,,,
101266957,Solyc07g063630.3,Solanum lycopersicum,vesicle-associated protein 4-1(LOC101266957),,,,,
101262115,Solyc05g054560.3,Solanum lycopersicum,CASP-like protein 4C2(LOC101262115),,,,,
101243831,Solyc01g103590.3,Solanum lycopersicum,uncharacterized LOC101243831(LOC101243831),,,,,
101250112,Solyc04g079940.3,Solanum lycopersicum,uncharacterized LOC101250112(LOC101250112),,,,,
101255806,Solyc07g008570.3,Solanum lycopersicum,probable inactive purple acid phosphatase 27(LOC101255806),,,,,
101255806,Solyc07g008560.3,Solanum lycopersicum,probable inactive purple acid phosphatase 27(LOC101255806),,,,,
101267809,Solyc05g054360.3,Solanum lycopersicum,pectinesterase-like(LOC101267809),,,,,
101246092,Solyc01g096670.3,Solanum lycopersicum,p-coumaroyl quinate/shikimate 3'-hydroxylase(LOC101246092),,,,,
101254950,Solyc01g111145.1,Solanum lycopersicum,proline-rich protein 4-like(LOC101254950),,,,,
101266963,Solyc08g079420.3,Solanum lycopersicum,ferruginol synthase(LOC101266963),,,,,
101243822,Solyc09g059040.3,Solanum lycopersicum,fructose-bisphosphate aldolase(FBA4),,,,,
101261271,Solyc01g103220.3,Solanum lycopersicum,cytochrome c(LOC101261271),,,,,
101264781,Solyc11g017270.2,Solanum lycopersicum,leucine-rich repeat receptor-like tyrosine-protein kinase PXC3(LOC101264781),,,,,
101267816,Solyc06g071750.3,Solanum lycopersicum,uncharacterized LOC101267816(LOC101267816),,,,,
101264780,Solyc02g081350.3,Solanum lycopersicum,"butyrate--CoA ligase AAE11, peroxisomal(LOC101264780)",,,,,
101264309,Solyc00g110870.3,Solanum lycopersicum,probable inactive receptor kinase At4g23740(LOC101264309),,,,,
101263458,Solyc09g061890.3,Solanum lycopersicum,probable pectate lyase 8(LOC101263458),,,,,
101267811,Solyc06g035720.3,Solanum lycopersicum,BAG family molecular chaperone regulator 3(LOC101267811),,,,,
101250144,Solyc08g077790.3,Solanum lycopersicum,uncharacterized LOC101250144(LOC101250144),,,,,
101249155,Solyc03g081320.3,Solanum lycopersicum,uncharacterized LOC101249155(LOC101249155),,,,,
101254988,Solyc04g015160.3,Solanum lycopersicum,C2 and GRAM domain-containing protein At1g03370(LOC101254988),,,,,
778275,Solyc06g068160.3,Solanum lycopersicum,SNF4 protein(SNF4),,,,,
101254989,Solyc04g006960.3,Solanum lycopersicum,ABC transporter G family member 7(ABCG7),,,,,
101249151,Solyc03g034030.3,Solanum lycopersicum,embryonic protein DC-8-like(LOC101249151),,,,,
101251472,Solyc05g005510.3,Solanum lycopersicum,uncharacterized protein At4g28440(LOC101251472),,,,,
101254509,Solyc08g082440.3,Solanum lycopersicum,UDP-glucose 4-epimerase GEPI48(LOC101254509),,,,,
543798,Solyc04g049070.3,Solanum lycopersicum,alpha glucosidase II(gluII),,,,,
101253650,Solyc11g013030.2,Solanum lycopersicum,DIS3-like exonuclease 2(LOC101253650),,,,,
778274,Solyc12g095910.2,Solanum lycopersicum,vacuolar processing enzyme VPE5(VPE5),,,,,
101255830,Solyc09g074660.3,Solanum lycopersicum,spermatogenesis-associated protein 20(LOC101255830),,,,,
101254501,Solyc06g068620.3,Solanum lycopersicum,uncharacterized LOC101254501(LOC101254501),,,,,
101261241,Solyc06g069470.3,Solanum lycopersicum,glycerophosphodiester phosphodiesterase GDPD6(LOC101261241),,,,,
101260391,Solyc02g083850.3,Solanum lycopersicum,calcium-dependent protein kinase 18-like(LOC101260391),,,,,
101264756,Solyc01g067730.3,Solanum lycopersicum,"acyl carrier protein 1, chloroplastic(LOC101264756)",,,,,
101244700,Solyc09g020190.3,Solanum lycopersicum,non-specific phospholipase C1-like(LOC101244700),,,,,
101262578,Solyc02g089880.3,Solanum lycopersicum,probable galacturonosyltransferase-like 1(LOC101262578),,,,,
101243851,Solyc02g079740.1,Solanum lycopersicum,U-box domain-containing protein 8(LOC101243851),,,,,
101249144,Solyc02g063520.3,Solanum lycopersicum,homeobox-leucine zipper protein HAT22(LOC101249144),,,,,
101249141,Solyc02g069260.3,Solanum lycopersicum,argonaute 2A(AGO2A),,,,,
101252791,Solyc07g052400.3,Solanum lycopersicum,glutamate receptor 3.2(LOC101252791),,,,,
543785,Solyc09g061280.3,Solanum lycopersicum,p27KIP1-related-protein 2(krp2),,,,,
101252790,Solyc07g056110.3,Solanum lycopersicum,vacuolar cation/proton exchanger 3(LOC101252790),,,,,
101255829,Solyc09g075890.3,Solanum lycopersicum,uncharacterized LOC101255829(LOC101255829),,,,,
101251468,Solyc04g073970.3,Solanum lycopersicum,uncharacterized LOC101251468(LOC101251468),,,,,
778261,Solyc01g098190.3,Solanum lycopersicum,(Sodium/potassium)/proton exchanger 4(nhx4),,,,,
101252798,Solyc08g062820.3,Solanum lycopersicum,cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG8(LOC101252798),,,,,
101254974,Solyc12g007300.1,Solanum lycopersicum,uncharacterized LOC101254974(LOC101254974),,,,,
101258096,Solyc01g060280.3,Solanum lycopersicum,AMSH-like ubiquitin thioesterase 3(LOC101258096),,,,,
101266940,Solyc05g008640.1,Solanum lycopersicum,E3 ubiquitin-protein ligase RHA2A-like(LOC101266940),,,,,
101243843,Solyc02g088460.3,Solanum lycopersicum,"chorismate mutase 1, chloroplastic(LOC101243843)",,,,,
101261250,Solyc08g007210.3,Solanum lycopersicum,shikimate O-hydroxycinnamoyltransferase(LOC101261250),,,,,
101265618,Solyc12g014420.2,Solanum lycopersicum,"glucan endo-1,3-beta-glucosidase 13-like(LOC101265618)",,,,,
101243841,Solyc10g085130.2,Solanum lycopersicum,E3 ubiquitin-protein ligase AIRP2(LOC101243841),,,,,
101249149,Solyc12g010410.2,Solanum lycopersicum,homeobox protein knotted-1-like LET12(LOC101249149),,,,,
100529135,Solyc04g009800.3,Solanum lycopersicum,calcium dependent protein kinase(CDPK2),,,,,
101246061,Solyc06g034360.2,Solanum lycopersicum,probable pectinesterase/pectinesterase inhibitor 33(LOC101246061),,,,,
101247392,Solyc02g070500.1,Solanum lycopersicum,uncharacterized LOC101247392(LOC101247392),,,,,
101248245,Solyc01g109890.3,Solanum lycopersicum,chaperone protein dnaJ 10(LOC101248245),,,,,
101247398,Solyc11g068950.2,Solanum lycopersicum,BEL1-like homeodomain protein 1(LOC101247398),,,,,
101266908,Solyc03g025810.3,Solanum lycopersicum,low-temperature-induced 65 kDa protein-like(LOC101266908),,,,,
101250569,Solyc02g090980.1,Solanum lycopersicum,mitogen-activated protein kinase kinase kinase 17-like(LOC101250569),,,,,
101259379,Solyc01g109180.3,Solanum lycopersicum,long chain acyl-CoA synthetase 2(LOC101259379),,,,,
101252743,Solyc02g065720.3,Solanum lycopersicum,E3 ubiquitin-protein ligase At3g02290-like(LOC101252743),,,,,
101257192,Solyc07g064160.3,Solanum lycopersicum,"thiamine thiazole synthase, chloroplastic(LOC101257192)",,,,,
101264731,Solyc06g053220.3,Solanum lycopersicum,homeobox-leucine zipper protein ATHB-12(LOC101264731),,,,,
101263884,Solyc12g056200.2,Solanum lycopersicum,uncharacterized LOC101263884(LOC101263884),,,,,
101263881,Solyc03g043900.1,Solanum lycopersicum,bZIP transcription factor 11-like(LOC101263881),,,,,
101259371,Solyc01g096200.3,Solanum lycopersicum,U-box domain-containing protein 44-like(LOC101259371),,,,,
101263880,Solyc03g026370.1,Solanum lycopersicum,uncharacterized LOC101263880(LOC101263880),,,,,
101264738,Solyc07g007800.3,Solanum lycopersicum,heptahelical transmembrane protein 1(LOC101264738),,,,,
101264739,Solyc07g017880.3,Solanum lycopersicum,peroxidase 16(LOC101264739),,,,,
101246069,Solyc07g056410.3,Solanum lycopersicum,leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230(LOC101246069),,,,,
101264734,Solyc06g062950.1,Solanum lycopersicum,subtilisin-like protease SBT1.4(LOC101264734),,,,,
101263402,Solyc04g054950.3,Solanum lycopersicum,tropinone reductase homolog(LOC101263402),,,,,
101251882,Solyc04g082220.2,Solanum lycopersicum,lysine histidine transporter-like 8(LOC101251882),,,,,
101247382,Solyc02g089400.3,Solanum lycopersicum,amino acid transporter AVT6A(LOC101247382),,,,,
101249564,Solyc07g064560.3,Solanum lycopersicum,uncharacterized LOC101249564(LOC101249564),,,,,
101249561,Solyc07g008280.3,Solanum lycopersicum,uncharacterized LOC101249561(LOC101249561),,,,,
101250559,Solyc02g092860.3,Solanum lycopersicum,cytochrome P450 81D1-like(LOC101250559),,,,,
101252733,Solyc10g084325.1,Solanum lycopersicum,subtilisin-like protease SBT1.9(LOC101252733),,,,,
101259361,Solyc09g011870.2,Solanum lycopersicum,"arogenate dehydrogenase 2, chloroplastic-like(LOC101259361)",,,,,
101257181,Solyc06g069580.3,Solanum lycopersicum,heparanase-like protein 2(LOC101257181),,,,,
101260384,Solyc01g103868.1,Solanum lycopersicum,uncharacterized protein At4g06598(LOC101260384),,,,,
101260384,Solyc01g103862.1,Solanum lycopersicum,uncharacterized protein At4g06598(LOC101260384),,,,,
101260386,Solyc10g083460.1,Solanum lycopersicum,stress-associated protein 9(SAP9),,,,,
101266927,Solyc04g015970.3,Solanum lycopersicum,ABC transporter A family member 1(ABCA1),,,,,
101263419,Solyc06g071440.3,Solanum lycopersicum,CASP-like protein 4A3(LOC101263419),,,,,
101249567,Solyc08g069140.3,Solanum lycopersicum,probable cyclic nucleotide-gated ion channel 14(LOC101249567),,,,,
101264746,Solyc08g083100.2,Solanum lycopersicum,embryogenesis-associated protein EMB8(LOC101264746),,,,,
101263899,Solyc04g012050.3,Solanum lycopersicum,ethylene response factor D.5(ERF-D5),,,,,
101248237,Solyc09g082270.3,Solanum lycopersicum,non-specific lipid-transfer protein-like protein At2g13820(LOC101248237),,,,,
101262567,Solyc10g005040.3,Solanum lycopersicum,NDR1/HIN1-like protein 1(LOC101262567),,,,,
101250584,Solyc12g098900.2,Solanum lycopersicum,late embryogenesis abundant protein D-29(LOC101250584),,,,,
101251432,Solyc02g090390.3,Solanum lycopersicum,serine/threonine-protein kinase SRK2I(LOC101251432),,,,,
101253612,Solyc01g009030.3,Solanum lycopersicum,"protein DGS1, mitochondrial(LOC101253612)",,,,,
101254945,Solyc01g100760.2,Solanum lycopersicum,uncharacterized LOC101254945(LOC101254945),,,,,
101254945,Solyc01g100770.2,Solanum lycopersicum,uncharacterized LOC101254945(LOC101254945),,,,,
101262529,Solyc06g074420.1,Solanum lycopersicum,cytochrome P450 94C1(LOC101262529),,,,,
101254948,Solyc01g107740.3,Solanum lycopersicum,protein SRC2 homolog(LOC101254948),,,,,
101246087,Solyc09g075140.3,Solanum lycopersicum,caffeoylshikimate esterase(LOC101246087),,,,,
101243809,Solyc01g011093.1,Solanum lycopersicum,phospholipid-transporting ATPase 3-like(LOC101243809),,,,,
104644406,Solyc10g086680.1,Solanum lycopersicum,18.1 kDa class I heat shock protein-like(LOC104644406),,,,,
101251438,Solyc11g013170.2,Solanum lycopersicum,probable N-succinyldiaminopimelate aminotransferase DapC(LOC101251438),,,,,
101243808,Solyc08g080470.3,Solanum lycopersicum,putative calmodulin binding protein(LOC101243808),,,,,
101254941,Solyc01g091460.3,Solanum lycopersicum,brefeldin A-inhibited guanine nucleotide-exchange protein 2-like(LOC101254941),,,,,
101259394,Solyc11g013880.1,Solanum lycopersicum,G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300(LOC101259394),,,,,
101243811,Solyc01g008280.3,Solanum lycopersicum,serine/threonine-protein phosphatase 2A activator(LOC101243811),,,,,
101243814,Solyc09g011470.3,Solanum lycopersicum,uncharacterized LOC101243814(LOC101243814),,,,,
101264717,Solyc04g064850.3,Solanum lycopersicum,protein LAZ1 homolog 1(LOC101264717),,,,,
101259390,Solyc02g088910.3,Solanum lycopersicum,ninja-family protein AFP3(LOC101259390),,,,,
101261201,Solyc12g017850.2,Solanum lycopersicum,uncharacterized LOC101261201(LOC101261201),,,,,
101252750,Solyc12g010590.2,Solanum lycopersicum,O-acyltransferase WSD1-like(LOC101252750),,,,,
101249103,Solyc07g042080.3,Solanum lycopersicum,von Willebrand factor A domain-containing protein DDB_G0286969-like(LOC101249103),,,,,
101246078,Solyc01g010940.3,Solanum lycopersicum,transmembrane emp24 domain-containing protein p24delta9(LOC101246078),,,,,
101249582,Solyc01g094640.3,Solanum lycopersicum,TONNEAU1 recruiting motif 13/14/15/33a(TRM13/14/15/33a),,,,,
101264718,Solyc04g079430.3,Solanum lycopersicum,nucleobase-ascorbate transporter 3(LOC101264718),,,,,
101249583,Solyc09g092430.3,Solanum lycopersicum,selenium-binding protein 2(LOC101249583),,,,,
101250579,Solyc03g083590.3,Solanum lycopersicum,probable serine/threonine protein kinase IRE(LOC101250579),,,,,
101263871,Solyc11g065070.2,Solanum lycopersicum,"hydroxymethylglutaryl-CoA lyase, mitochondrial(LOC101263871)",,,,,
101243805,Solyc08g067360.3,Solanum lycopersicum,WRKY transcription factor 45(WRKY45),,,,,
101263879,Solyc12g011160.2,Solanum lycopersicum,3-hydroxyisobutyryl-CoA hydrolase-like protein 5(LOC101263879),,,,,
101266902,Solyc11g069800.1,Solanum lycopersicum,allene oxide synthase 2(AOS2),,,,,
101262545,Solyc08g065430.3,Solanum lycopersicum,protein NDL2(LOC101262545),,,,,
101260368,Solyc08g074780.3,Solanum lycopersicum,SH3 domain-containing protein 1(LOC101260368),,,,,
101247350,Solyc08g069050.3,Solanum lycopersicum,ubiquitin carboxyl-terminal hydrolase 18(LOC101247350),,,,,
101245172,Solyc06g034410.3,Solanum lycopersicum,uncharacterized LOC101245172(LOC101245172),,,,,
543737,Solyc02g079220.3,Solanum lycopersicum,hexose transporter 1(ht1),,,,,
101268294,Solyc07g065930.3,Solanum lycopersicum,BTB/POZ domain-containing protein At1g55760(LOC101268294),,,,,
543731,Solyc07g042550.3,Solanum lycopersicum,sucrose synthase(sus3),,,,,
101262509,Solyc04g054990.3,Solanum lycopersicum,PLAT domain-containing protein 2(LOC101262509),,,,,
101245174,Solyc06g066810.3,Solanum lycopersicum,katanin p60 ATPase-containing subunit A1(LOC101245174),,,,,
101268298,Solyc08g023440.3,Solanum lycopersicum,CSC1-like protein ERD4(LOC101268298),,,,,
101258005,Solyc09g091560.3,Solanum lycopersicum,ankyrin repeat domain-containing protein 13C-A-like(LOC101258005),,,,,
101258487,Solyc01g087870.3,Solanum lycopersicum,glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2(LOC101258487),,,,,
101259335,Solyc05g013070.3,Solanum lycopersicum,integrin-linked protein kinase 1(LOC101259335),,,,,
101258009,Solyc01g104300.3,Solanum lycopersicum,uncharacterized LOC101258009(LOC101258009),,,,,
101250521,Solyc07g006370.1,Solanum lycopersicum,cation/calcium exchanger 1-like(LOC101250521),,,,,
101249537,Solyc12g096690.2,Solanum lycopersicum,cytosolic Fe-S cluster assembly factor NBP35(LOC101249537),,,,,
101262514,Solyc04g082570.3,Solanum lycopersicum,U-box domain-containing protein 44(LOC101262514),,,,,
101246025,Solyc03g025970.3,Solanum lycopersicum,methyl-CpG-binding domain-containing protein 13(LOC101246025),,,,,
101263843,Solyc01g079300.3,Solanum lycopersicum,stachyose synthase(LOC101263843),,,,,
